antecedents,consequents,support,confidence,lift
Total Greek Strained Yogurt,Banana,0.00188,0.2248803827751196,1.5542220110243945
Total Greek Strained Yogurt,Organic Hass Avocado,0.00137,0.1638755980861244,2.452860321600425
Total Greek Strained Yogurt,Organic Strawberries,0.0013,0.1555023923444976,1.875330346653372
Total Greek Strained Yogurt,Organic Whole Milk,0.00109,0.1303827751196172,3.044192741527369
Uncured Genoa Salami,Bag of Organic Bananas,0.00245,0.1977401129943502,1.640996788334857
Uncured Genoa Salami,Organic Strawberries,0.00212,0.1711057304277643,2.063503743701933
Uncured Genoa Salami,Organic Hass Avocado,0.00179,0.1444713478611783,2.162421012740284
Uncured Genoa Salami,Organic Baby Spinach,0.00146,0.1178369652945924,1.5806433976471146
Uncured Hickory Smoked Sunday Bacon,Organic Strawberries,0.0012,0.180722891566265,2.179484944118006
Uncured Slow Cooked Ham,Banana,0.00101,0.2422062350119904,1.6739666529268808
Unsalted Butter,Banana,0.00265,0.2404718693284936,1.6619798833954913
Unsalted Butter,Organic Strawberries,0.00149,0.1352087114337568,1.6305922748885286
Unsalted Butter,Organic Baby Spinach,0.00146,0.132486388384755,1.7771480668645872
Unsalted Butter,Large Lemon,0.00132,0.1197822141560798,2.5361468167706933
Unsalted Butter,Organic Whole Milk,0.00125,0.1134301270417422,2.6483802718128016
Unsalted Butter,Organic Avocado,0.00115,0.1043557168784029,1.9144325239112616
Unsalted Pure Irish Butter,Bag of Organic Bananas,0.00111,0.1825657894736842,1.5150687923127322
Unsweetened Almondmilk,Bag of Organic Bananas,0.00367,0.232572877059569,1.9300653697889552
Unsweetened Almondmilk,Organic Hass Avocado,0.00247,0.1565272496831432,2.342871571368706
Unsweetened Almondmilk,Organic Baby Spinach,0.00221,0.1400506970849176,1.878614313680988
Unsweetened Almondmilk,Organic Strawberries,0.00197,0.1248415716096324,1.5055664690018389
Unsweetened Almondmilk,Organic Raspberries,0.00168,0.1064638783269962,2.469586600023108
Unsweetened Original Almond Breeze Almond Milk,Banana,0.00276,0.2596425211665099,1.7944745398196824
Unsweetened Original Almond Breeze Almond Milk,Organic Baby Spinach,0.00141,0.1326434619002822,1.7792550221365824
Unsweetened Vanilla Almond Milk,Bag of Organic Bananas,0.00145,0.183080808080808,1.5193428056498597
Vanilla Almond Breeze Almond Milk,Banana,0.00265,0.2831196581196581,1.956732725963495
Vanilla Almond Breeze Almond Milk,Organic Baby Spinach,0.00108,0.1153846153846153,1.5477480266212658
Vanilla Skyr Nonfat Yogurt,Banana,0.0014,0.2348993288590604,1.6234662302789438
Vine Ripe Tomatoes,Banana,0.00146,0.2902584493041749,2.006071250979162
Watermelon Chunks,Banana,0.00178,0.2345191040843214,1.6208383722739748
Watermelon Chunks,Bag of Organic Bananas,0.00159,0.2094861660079051,1.738474406704607
Watermelon Chunks,Organic Strawberries,0.00151,0.1989459815546772,2.39925206891796
Whipped Cream Cheese,Banana,0.00235,0.2437759336099585,1.6848153542743691
Whipped Cream Cheese,Organic Strawberries,0.00218,0.2261410788381743,2.727219957045035
Whipped Cream Cheese,Bag of Organic Bananas,0.00179,0.1856846473029045,1.540951429899623
Whipped Cream Cheese,Organic Baby Spinach,0.00136,0.1410788381742738,1.8924056093128625
Whipped Cream Cheese,Organic Hass Avocado,0.00134,0.1390041493775933,2.080588974369008
Whipped Cream Cheese,Organic Whole Milk,0.00102,0.1058091286307054,2.470444282762209
White Corn,Banana,0.00136,0.2454873646209386,1.696643614769083
White Corn,Organic Strawberries,0.00118,0.2129963898916967,2.5686974178931115
White Onion,Banana,0.0012,0.2343749999999999,1.6198424217292138
Whole Almonds,Banana,0.00108,0.2950819672131147,2.0394081637508794
Whole Milk,Banana,0.00255,0.2311876699909338,1.597813739656741
Whole Milk Plain Yogurt,Organic Whole Milk,0.0012,0.2591792656587473,6.051348719559826
Whole Milk Plain Yogurt,Banana,0.00108,0.2332613390928725,1.612145546291192
XL Emerald White Seedless Grapes,Banana,0.00155,0.3384279475982533,2.338986437198516
Yellow Bell Pepper,Orange Bell Pepper,0.00222,0.2817258883248731,22.885937313149725
Yellow Bell Pepper,Banana,0.0021,0.266497461928934,1.8418512815601211
Yellow Bell Pepper,Organic Avocado,0.00129,0.1637055837563451,3.0032211292670183
Yellow Bell Pepper,Red Peppers,0.00124,0.1573604060913705,8.8703723839555
Yellow Bell Pepper,Organic Baby Spinach,0.00122,0.1548223350253807,2.076758350441056
Yellow Bell Pepper,Large Lemon,0.00116,0.1472081218274111,3.1168351011520468
Yellow Bell Pepper,Cucumber Kirby,0.00115,0.1459390862944162,4.769251186092034
Yellow Bell Pepper,Organic Strawberries,0.00115,0.1459390862944162,1.7599986287315033
Yellow Bell Pepper,Limes,0.00103,0.1307106598984771,3.0878965248872468
Yellow Onions,Banana,0.00665,0.2896341463414634,2.00175648864098
Yellow Onions,Large Lemon,0.00318,0.1385017421602787,2.9324950700884767
Yellow Onions,Limes,0.00305,0.1328397212543554,3.138193273195261
Yellow Onions,Organic Baby Spinach,0.00302,0.1315331010452961,1.7643608456780169
Yellow Onions,Organic Avocado,0.00278,0.1210801393728222,2.2212463653058574
Yellow Onions,Organic Garlic,0.00272,0.1184668989547038,3.568280088997103
YoKids Blueberry & Strawberry/Vanilla Yogurt,Banana,0.00106,0.2872628726287262,1.9853678390263751
Zero Calorie Cola,Soda,0.00129,0.4725274725274725,41.05364661402889
